Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,EngagementScore,Engagement_Category
160742,Mahika Salvi,Marketing,SEO Specialist,67,64.02,82.52,3.7,71.55,54,3.3,22,No,72.37,MEDIUM
717216,Vritika Dewan,Marketing,Marketing Executive,69,71.97,80.02,4.5,86.84,39,4.2,0,No,84.05,HIGH
746741,Ayesha Sahota,Finance,Auditor,64,93.55,95.87,4.5,94.97,52,4.0,30,No,91.02,HIGH
210952,Ivana Sarin,HR,Employee Relations,80,89.73,79.47,3.7,79.36,45,3.5,19,No,77.47,HIGH
862635,Vaibhav Dhar,Marketing,Content Strategist,76,84.16,85.99,4.7,79.62,50,3.1,26,No,80.7,HIGH
279951,Diya Kalla,Finance,Financial Analyst,82,61.02,92.88,3.0,90.69,48,3.3,4,No,77.09,HIGH
479739,Hridaan Sengupta,Finance,Auditor,51,82.1,78.31,3.5,73.02,44,4.0,0,No,75.78,HIGH
269730,Divij Vala,Finance,Auditor,74,86.82,89.14,4.1,75.8,35,3.3,7,No,78.85,HIGH
560747,Samiha Walia,Marketing,Marketing Executive,96,67.39,77.55,3.2,81.84,42,3.5,22,No,73.6,MEDIUM
748950,Dhanush Swaminathan,Marketing,SEO Specialist,51,88.77,97.26,4.7,75.69,47,4.2,0,No,86.64,HIGH
943105,Yashvi Dash,Finance,Financial Analyst,97,78.65,77.16,4.6,91.75,47,3.7,20,No,84.02,HIGH
757399,Gatik Grewal,Marketing,SEO Specialist,94,76.27,99.98,3.0,91.6,55,3.1,25,No,79.5,HIGH
124294,Aradhya Rana,Sales,Sales Executive,72,77.82,83.18,4.9,88.63,48,3.8,15,No,85.81,HIGH
701076,Jivin Srivastava,Finance,Accountant,93,73.31,88.8,4.1,75.07,44,4.7,11,Yes,82.81,HIGH
336895,Adah Sagar,Sales,Account Manager,95,74.91,77.49,3.0,88.68,40,4.0,23,No,77.59,HIGH
395946,Aniruddh Handa,Sales,Account Manager,71,86.86,78.96,3.1,91.59,46,3.2,28,No,77.16,HIGH
712427,Anay Sarraf,Marketing,SEO Specialist,67,65.08,77.97,4.9,86.29,54,4.9,6,No,87.19,HIGH
812203,Samarth Sethi,Finance,Auditor,90,71.3,86.11,3.9,89.8,43,4.5,28,Yes,84.89,HIGH
177492,Eshani Tailor,Marketing,SEO Specialist,85,82.02,96.69,3.5,98.19,37,3.7,27,No,85.8,HIGH
797065,Anvi Sodhi,Sales,Account Manager,64,93.7,94.73,4.6,93.99,35,3.1,9,No,87.31,HIGH
140409,Pihu Doshi,Marketing,Content Strategist,94,79.97,82.14,4.4,74.07,55,4.0,18,No,80.25,HIGH
618960,Manikya Singh,IT,Cybersecurity Specialist,79,89.49,87.14,3.1,70.46,50,4.1,15,No,76.32,HIGH
499006,Kismat Ranganathan,HR,HR Manager,54,69.88,95.7,3.6,73.15,49,3.3,10,No,75.67,HIGH
100813,Anaya Chandran,Sales,Business Development,51,62.01,84.19,3.4,86.99,50,4.0,27,No,78.74,HIGH
160363,Kavya Bobal,IT,Data Analyst,53,69.37,91.81,3.3,95.43,54,4.6,28,No,85.53,HIGH
802656,Jayesh Baria,Finance,Accountant,78,94.3,76.23,4.6,71.44,52,4.3,21,No,81.71,HIGH
709601,Zain Iyengar,IT,Data Analyst,81,82.01,76.82,4.7,80.06,41,3.4,1,No,79.98,HIGH
715230,Yasmin Ravel,Marketing,Content Strategist,60,79.08,78.85,4.3,99.92,39,3.7,15,No,85.65,HIGH
390768,Oorja Dhawan,Sales,Business Development,73,88.63,79.41,4.8,77.89,46,4.0,21,No,83.31,HIGH
867527,Biju Bhatia,IT,Cybersecurity Specialist,92,85.7,96.84,3.7,73.87,38,4.4,1,Yes,82.5,HIGH
721790,Navya Bala,IT,Software Engineer,51,72.19,91.44,4.7,78.83,52,4.5,26,No,85.96,HIGH
585590,Jayant Sharma,Marketing,Marketing Executive,64,72.75,80.86,4.1,86.19,45,4.5,29,No,83.7,HIGH
469894,Damini Sachar,Finance,Accountant,79,78.07,98.5,4.1,77.31,35,4.8,26,No,86.3,HIGH
852593,Divij Mander,Finance,Financial Analyst,62,80.71,75.82,3.5,79.57,52,4.5,17,No,79.11,HIGH
552747,Prerak Sanghvi,Marketing,Marketing Executive,51,67.62,79.5,4.6,80.49,52,4.4,8,No,82.81,HIGH
530770,Pranay Bhagat,Marketing,SEO Specialist,82,65.43,78.42,4.7,74.08,41,4.2,7,No,80.05,HIGH
941080,Kismat Andra,HR,Employee Relations,78,78.17,89.29,4.8,77.69,44,5.0,3,No,88.18,HIGH
661440,Aaina Chaudhuri,Marketing,SEO Specialist,86,69.83,83.45,3.7,98.99,53,4.2,0,Yes,84.97,HIGH
454617,Inaaya  Chacko,HR,Recruitment Specialist,96,81.06,99.82,4.3,86.72,44,3.8,27,No,86.49,HIGH
317022,Akarsh Behl,IT,Software Engineer,55,82.9,97.21,3.4,81.04,45,3.7,17,No,80.44,HIGH
649592,Miraya Chowdhury,Marketing,Content Strategist,69,62.29,77.39,3.8,90.07,46,4.6,0,No,82.33,HIGH
303977,Devansh Lad,HR,Employee Relations,86,72.32,92.3,4.2,72.39,48,3.1,21,No,76.61,HIGH
302929,Anahi Tella,Marketing,SEO Specialist,90,61.06,86.98,3.9,90.57,44,3.0,28,No,78.27,HIGH
460339,Nakul Mammen,HR,HR Manager,67,74.31,93.12,3.8,81.02,35,3.6,27,No,79.96,HIGH
224744,Abram Saha,HR,Recruitment Specialist,76,69.42,88.47,3.9,92.92,43,3.6,13,No,82.51,HIGH
795511,Hunar Biswas,IT,Software Engineer,66,78.77,82.91,3.8,72.06,40,4.5,13,No,79.28,HIGH
658952,Mehul Chauhan,IT,Data Analyst,93,92.27,87.76,4.4,78.24,54,3.4,1,No,81.45,HIGH
569484,Riya Tank,Marketing,Content Strategist,97,82.33,92.57,3.4,73.45,47,4.3,5,Yes,79.58,HIGH
978668,Charvi Loyal,Sales,Sales Executive,98,83.71,96.53,3.3,96.56,46,4.7,20,Yes,88.64,HIGH
200386,Anay Dubey,Sales,Business Development,73,93.28,85.58,3.2,92.26,43,3.0,7,No,78.92,HIGH
178944,Hrishita Andra,Marketing,SEO Specialist,66,69.94,90.92,4.3,77.31,47,4.5,1,No,83.57,HIGH
672800,Hridaan Chauhan,Marketing,SEO Specialist,79,60.81,88.33,4.6,93.69,45,4.2,27,No,87.05,HIGH
157465,Purab Gour,Marketing,SEO Specialist,98,87.07,95.58,3.9,99.35,46,4.0,26,No,89.23,HIGH
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,79,66.99,96.38,3.8,99.59,36,3.3,21,No,84.25,HIGH
442346,Riya Mangat,Marketing,SEO Specialist,81,76.3,75.69,4.4,94.79,47,3.9,5,No,84.4,HIGH
759144,Nitya Trivedi,Sales,Sales Executive,54,91.6,91.68,4.3,98.15,37,4.2,22,No,90.94,HIGH
969161,Alia Deep,Marketing,Marketing Executive,96,80.65,88.87,4.2,90.38,49,3.3,21,No,82.95,HIGH
296088,Hansh Kala,Finance,Accountant,63,70.02,99.44,3.4,80.87,45,3.6,30,No,79.15,HIGH
606382,Hansh Batra,Marketing,SEO Specialist,84,60.75,89.71,3.3,85.71,51,4.9,11,No,82.53,HIGH
806061,Hunar Chacko,HR,Recruitment Specialist,74,70.51,91.12,4.0,93.02,45,3.5,21,No,83.18,HIGH
685801,Aayush Kalla,Marketing,Marketing Executive,54,80.1,79.24,4.0,89.8,43,3.6,19,No,81.2,HIGH
541902,Divit Kale,Sales,Sales Executive,54,63.1,91.75,3.5,75.89,38,3.9,6,No,77.03,HIGH
799346,Oorja Tank,IT,Software Engineer,97,81.39,89.95,3.0,73.99,35,4.1,1,Yes,76.73,HIGH
603896,Zoya Bhardwaj,Marketing,Content Strategist,80,66.56,89.73,4.3,80.04,46,4.9,5,No,85.41,HIGH
550755,Jayesh Ratta,Finance,Financial Analyst,80,93.9,98.27,4.4,73.91,43,4.6,15,No,87.22,HIGH
402075,Mehul Kalita,Finance,Accountant,77,69.87,92.21,3.2,95.64,39,3.5,27,No,80.92,HIGH
622752,Myra Ravi,Finance,Financial Analyst,51,79.45,81.62,4.2,99.55,41,4.9,14,No,90.53,HIGH
549689,Nehmat Ahluwalia,Sales,Sales Executive,53,67.22,84.88,3.6,84.9,55,3.6,18,No,77.97,HIGH
883703,Devansh Toor,Finance,Accountant,69,84.8,77.44,3.6,77.97,54,3.1,23,No,74.16,MEDIUM
123009,Vaibhav Sandhu,Finance,Financial Analyst,51,66.88,93.47,3.8,85.92,41,3.7,17,No,81.16,HIGH
884470,Anvi Sengupta,HR,Recruitment Specialist,70,79.6,89.63,4.3,86.4,38,3.1,10,No,81.41,HIGH
631310,Aarav Dey,IT,Data Analyst,51,69.3,94.85,3.2,70.21,54,4.8,22,No,78.96,HIGH
506473,Renee Suresh,IT,Data Analyst,73,65.32,75.52,4.5,87.4,47,3.4,15,No,79.46,HIGH
306244,Kiara Kulkarni,HR,Recruitment Specialist,67,79.42,80.85,4.3,94.73,35,5.0,13,No,89.73,HIGH
800784,Akarsh Dhar,Marketing,SEO Specialist,69,70.71,78.5,3.8,70.02,38,3.5,4,No,72.98,MEDIUM
568017,Bhamini Sawhney,Sales,Sales Executive,70,85.98,95.2,4.9,86.69,40,3.4,17,No,86.85,HIGH
851406,Mohanlal Kala,Sales,Account Manager,99,71.83,92.78,4.5,90.16,53,4.5,20,Yes,88.79,HIGH
822392,Vaibhav Edwin,Sales,Business Development,90,89.55,95.06,4.6,80.64,51,3.3,21,No,83.76,HIGH
842474,Kaira Grewal,Sales,Sales Executive,62,65.74,83.0,3.4,91.38,53,4.8,8,No,83.39,HIGH
848266,Mannat Sachdeva,Sales,Account Manager,83,60.52,76.88,4.4,79.85,47,4.2,12,No,79.78,HIGH
640948,Shaan Ramaswamy,HR,HR Manager,52,74.1,75.83,4.8,95.45,46,4.6,6,No,88.81,HIGH
161100,Aniruddh Shere,HR,HR Manager,88,78.55,95.57,4.9,83.89,42,4.8,16,Yes,90.94,HIGH
602424,Ayesha Tiwari,HR,Recruitment Specialist,74,69.12,76.55,3.9,76.66,39,3.1,24,No,73.22,MEDIUM
602716,Divit Butala,IT,Software Engineer,77,64.87,77.81,4.0,81.25,53,4.8,18,No,81.62,HIGH
281299,Kiara Jayaraman,IT,Software Engineer,86,94.12,77.43,3.4,96.29,35,4.3,9,Yes,84.58,HIGH
605239,Miraya Suri,Finance,Financial Analyst,77,87.73,88.98,4.6,98.57,39,4.9,20,No,94.14,HIGH
731879,Prisha Sodhi,IT,Data Analyst,68,74.62,88.88,3.1,86.69,36,4.5,14,No,81.64,HIGH
922524,Eva Dara,Finance,Auditor,68,68.17,93.93,3.5,85.98,45,5.0,17,No,85.4,HIGH
219479,Shamik Sahota,IT,Software Engineer,60,65.93,91.77,3.5,86.18,47,4.9,25,No,84.4,HIGH
918065,Mohanlal Kothari,Sales,Business Development,64,86.58,75.43,4.9,86.77,40,4.9,22,No,88.98,HIGH
459649,Akarsh Iyengar,Marketing,Content Strategist,73,64.9,78.76,4.8,90.93,46,4.3,11,No,85.92,HIGH
664885,Ela Dhingra,IT,Data Analyst,61,74.67,78.7,4.5,79.79,55,4.1,8,No,81.54,HIGH
916926,Manikya Sridhar,IT,Cybersecurity Specialist,82,86.57,93.61,4.0,75.03,53,3.7,12,No,80.69,HIGH
866448,Nirvi Deo,Finance,Auditor,63,83.86,91.99,3.7,78.75,36,4.6,2,No,83.61,HIGH
424772,Eva Chawla,Sales,Sales Executive,86,83.01,90.98,3.4,82.42,50,3.5,7,No,78.82,HIGH
894375,Sana Mani,Finance,Accountant,88,66.53,82.05,4.6,85.36,51,3.9,4,No,82.67,HIGH
456634,Eva Bhardwaj,HR,Employee Relations,96,93.72,87.94,4.5,77.34,46,4.0,0,No,84.16,HIGH
943660,Renee Barad,HR,HR Manager,95,93.38,78.9,4.6,86.72,44,4.4,11,Yes,87.13,HIGH
490010,Abram Khatri,Sales,Sales Executive,51,64.97,97.83,4.1,84.72,35,3.2,15,No,80.68,HIGH
430758,Saksham Krishna,Sales,Sales Executive,50,66.32,75.45,4.8,89.33,47,4.8,4,No,86.92,HIGH
578963,Miraya Ramachandran,IT,Software Engineer,87,64.39,95.03,4.9,96.57,37,3.4,29,No,87.62,HIGH
160029,Sana Kale,IT,Software Engineer,98,77.2,83.48,3.7,70.7,54,4.7,11,Yes,79.23,HIGH
367930,Devansh Sathe,Finance,Accountant,69,87.85,76.96,4.1,91.91,43,4.6,22,No,86.55,HIGH
478531,Saanvi Subramanian,Marketing,Content Strategist,89,83.39,78.13,3.4,92.95,51,4.5,5,Yes,83.45,HIGH
972172,Zaina Kulkarni,Marketing,SEO Specialist,82,76.88,75.01,4.7,85.15,42,4.6,13,No,85.44,HIGH
882206,Ryan Garde,Finance,Auditor,95,84.55,84.9,4.2,72.85,48,4.6,29,Yes,82.49,HIGH
395283,Ranbir Deshmukh,HR,HR Manager,84,89.9,84.25,3.3,87.86,50,3.0,26,No,77.4,HIGH
177232,Uthkarsh Bains,HR,Employee Relations,100,77.17,98.97,4.2,72.77,51,4.5,20,Yes,84.14,HIGH
356177,Shayak Bala,Finance,Accountant,84,88.02,88.97,4.9,88.65,45,4.1,3,No,89.19,HIGH
245086,Hunar Brar,IT,Cybersecurity Specialist,98,80.86,97.34,3.2,97.17,39,4.7,29,Yes,88.3,HIGH
765593,Shanaya Roy,Marketing,Marketing Executive,83,60.61,96.47,3.1,86.59,51,5.0,21,No,83.73,HIGH
196164,Ishita Issac,IT,Data Analyst,73,71.48,96.22,3.2,94.21,37,4.3,15,No,84.66,HIGH
225708,Mahika Hora,IT,Software Engineer,97,67.09,94.03,3.7,88.78,37,5.0,29,Yes,86.95,HIGH
800323,Kavya Mani,HR,HR Manager,75,75.99,81.51,4.6,78.59,50,3.5,2,No,79.88,HIGH
481367,Shayak Bir,Marketing,Content Strategist,63,73.03,76.93,3.8,87.65,49,3.5,1,No,78.18,HIGH
711446,Urvi Raj,HR,Recruitment Specialist,70,65.17,94.91,4.6,83.19,35,4.8,19,No,88.06,HIGH
464263,Shanaya Date,IT,Software Engineer,61,85.1,90.3,4.2,95.95,39,4.5,14,No,90.16,HIGH
144782,Dhanush Shukla,IT,Data Analyst,74,80.49,80.17,3.8,90.54,45,3.1,2,No,78.84,HIGH
441410,Yashvi Bhattacharyya,Finance,Auditor,77,80.95,82.69,4.7,70.03,43,3.7,9,No,79.24,HIGH
745028,Keya Bhakta,HR,HR Manager,59,94.52,95.94,3.6,96.2,50,4.2,24,No,88.7,HIGH
261584,Shalv Grewal,Sales,Sales Executive,86,77.93,82.69,4.0,72.82,41,3.7,5,No,76.98,HIGH
216251,Parinaaz Sankar,Sales,Business Development,71,91.41,94.11,3.2,87.43,48,3.1,28,No,79.39,HIGH
530490,Ehsaan Solanki,Finance,Accountant,83,68.73,83.13,4.1,78.94,52,4.8,21,No,82.78,HIGH
444969,Ira Lanka,HR,HR Manager,50,94.32,80.27,3.5,78.48,35,4.8,8,No,82.23,HIGH
298955,Hunar Contractor,IT,Software Engineer,50,77.21,81.83,4.0,94.83,42,4.9,20,No,88.14,HIGH
214387,Hridaan Shan,Finance,Auditor,61,90.47,85.47,4.7,99.51,40,3.4,2,No,88.39,HIGH
810096,Manikya Mander,Sales,Account Manager,68,69.29,79.16,4.7,79.81,55,4.9,27,No,85.1,HIGH
879248,Myra Virk,Marketing,SEO Specialist,81,79.13,86.44,3.8,78.14,42,4.4,29,No,81.44,HIGH
744362,Jivin Saini,Finance,Financial Analyst,79,87.05,80.09,3.6,86.81,49,3.9,5,No,80.77,HIGH
622902,Ritvik Hari,Finance,Accountant,68,75.03,99.94,4.3,81.64,45,4.9,21,No,88.78,HIGH
735920,Bhavin Sami,IT,Cybersecurity Specialist,98,85.53,84.24,4.0,71.59,50,4.6,12,Yes,81.28,HIGH
893657,Yashvi Atwal,Finance,Accountant,88,65.95,95.46,3.9,84.49,55,4.7,15,Yes,85.43,HIGH
335290,Hiran Walia,IT,Software Engineer,86,72.36,88.35,3.5,96.54,42,4.2,8,Yes,84.67,HIGH
490368,Divit Kara,HR,Recruitment Specialist,56,76.43,93.27,4.9,87.69,46,4.7,12,No,91.0,HIGH
599045,Ishita Sarin,Sales,Business Development,53,89.68,92.74,3.1,89.98,54,4.6,12,No,85.31,HIGH
876675,Purab Issac,IT,Cybersecurity Specialist,98,66.24,92.05,3.3,97.92,54,4.5,26,Yes,85.61,HIGH
668997,Umang Chanda,HR,Recruitment Specialist,75,74.72,77.29,4.0,81.21,46,4.6,28,No,81.69,HIGH
539216,Ojas Sunder,Sales,Sales Executive,91,81.44,75.5,3.6,87.5,45,3.5,3,No,77.89,HIGH
320337,Emir Kurian,Marketing,Marketing Executive,59,67.35,85.92,4.8,85.21,50,4.9,13,No,88.28,HIGH
880371,Sahil Thakur,Sales,Business Development,54,91.43,84.75,4.2,94.18,37,4.4,11,No,88.75,HIGH
710987,Lakshit Kurian,IT,Software Engineer,66,62.72,81.46,3.1,88.27,46,3.1,25,No,73.84,MEDIUM
788363,Neelofar Bansal,Finance,Accountant,77,78.06,90.55,3.5,88.96,40,3.3,26,No,79.8,HIGH
914046,Onkar Sethi,Marketing,Marketing Executive,75,73.85,87.38,3.5,86.05,40,3.0,17,No,76.68,HIGH
638485,Purab Bahl,Finance,Financial Analyst,54,82.94,78.25,5.0,76.22,41,3.8,26,No,82.01,HIGH
556437,Urvi Joshi,Finance,Accountant,88,91.95,99.55,4.2,70.37,54,4.1,23,Yes,83.42,HIGH
400023,Raunak Sahota,Sales,Business Development,92,78.27,88.52,3.3,81.95,44,3.0,21,No,75.32,HIGH
773604,Jiya Sur,IT,Cybersecurity Specialist,75,85.12,99.19,3.6,96.03,36,5.0,22,No,91.56,HIGH
877245,Samiha Tripathi,HR,Employee Relations,73,62.66,95.68,3.9,91.76,52,4.6,15,No,86.93,HIGH
824955,Tanya De,Sales,Account Manager,71,62.79,80.03,3.1,73.31,47,3.9,26,No,72.28,MEDIUM
342453,Tara Bal,Finance,Accountant,77,88.0,89.14,4.0,95.8,55,3.8,0,No,86.57,HIGH
464841,Rohan Arora,HR,Employee Relations,69,65.11,86.98,3.2,94.57,50,3.7,4,No,79.88,HIGH
198280,Navya Krish,HR,Recruitment Specialist,61,66.05,86.92,4.5,81.82,45,4.7,9,No,85.34,HIGH
695670,Tarini Sarraf,IT,Cybersecurity Specialist,91,87.9,98.35,4.4,92.48,46,3.3,18,No,87.0,HIGH
194151,Zaina Sawhney,Sales,Account Manager,75,72.43,78.98,4.2,93.26,50,3.3,30,No,81.02,HIGH
747435,Charvi Dara,Sales,Business Development,82,60.28,96.41,3.1,95.95,44,3.2,23,No,79.3,HIGH
542399,Tushar Saini,Sales,Business Development,88,80.69,99.62,4.9,70.04,55,4.6,21,Yes,87.01,HIGH
643121,Emir Desai,IT,Data Analyst,55,81.44,88.82,4.8,89.5,44,4.3,14,No,89.16,HIGH
209477,Ivana Bhatnagar,Finance,Accountant,100,77.55,80.62,4.2,89.32,51,4.5,3,Yes,85.48,HIGH
734501,Yasmin Bhatt,IT,Data Analyst,66,86.16,96.17,4.2,99.49,54,4.8,3,No,93.7,HIGH
965207,Inaaya  Sethi,IT,Software Engineer,80,82.65,96.94,4.0,95.67,50,3.1,14,No,84.75,HIGH
143797,Renee Jaggi,Marketing,Content Strategist,97,72.67,89.44,3.1,71.11,54,4.2,28,Yes,75.69,HIGH
902051,Gatik Walla,HR,HR Manager,98,64.88,77.72,3.8,78.86,35,3.3,22,No,74.09,MEDIUM
464437,Inaaya  Dave,Finance,Auditor,67,87.9,79.51,4.4,89.54,37,4.0,30,No,85.15,HIGH
230158,Pranay Karpe,Sales,Sales Executive,62,77.78,98.68,4.7,97.63,42,3.1,12,No,88.0,HIGH
532493,Arnav Bhatia,IT,Data Analyst,85,75.86,95.06,4.7,70.98,54,3.6,23,No,81.09,HIGH
678253,Darshit Dayal,IT,Data Analyst,86,75.67,98.06,4.5,95.92,37,3.6,22,No,88.36,HIGH
668258,Rati Malhotra,Marketing,Content Strategist,58,75.76,78.92,4.3,93.07,38,3.2,2,No,81.28,HIGH
931246,Inaaya  Dash,IT,Software Engineer,65,64.8,86.31,3.5,70.88,44,4.6,9,No,77.41,HIGH
380783,Adah Mani,Marketing,Marketing Executive,82,76.34,78.37,3.2,94.41,39,4.0,29,No,80.43,HIGH
582179,Himmat Kohli,Sales,Sales Executive,71,93.09,97.88,4.7,88.75,50,3.9,19,No,89.91,HIGH
679276,Shayak Chaudhuri,HR,HR Manager,80,70.2,82.75,3.3,80.61,36,4.9,14,No,80.55,HIGH
927501,Vritika Srinivasan,Marketing,Marketing Executive,69,75.96,90.4,4.6,85.09,47,3.1,14,No,82.0,HIGH
537647,Anaya Thaman,HR,HR Manager,73,84.37,97.53,3.3,75.74,47,3.7,19,No,78.66,HIGH
972377,Shaan Ganguly,IT,Software Engineer,98,93.49,92.03,4.8,99.11,55,4.5,26,Yes,94.69,HIGH
850673,Emir Maharaj,Sales,Business Development,87,67.06,94.84,4.8,92.29,44,3.8,17,No,87.76,HIGH
605476,Sara Amble,IT,Cybersecurity Specialist,72,85.28,97.9,4.1,83.92,54,3.3,25,No,82.88,HIGH
712181,Sana Sule,Sales,Sales Executive,70,64.44,76.91,4.0,72.77,39,4.4,15,No,77.26,HIGH
868326,Aayush Sani,Marketing,SEO Specialist,63,61.02,91.27,4.2,82.84,46,4.9,26,No,85.61,HIGH
426986,Aayush Rana,Sales,Account Manager,60,85.03,77.7,3.8,94.02,41,3.8,20,No,82.65,HIGH
149872,Ira Mammen,Sales,Account Manager,76,92.11,90.32,4.9,71.23,40,3.1,22,No,80.64,HIGH
110513,Uthkarsh Sha,Marketing,Marketing Executive,54,73.04,75.04,4.4,83.1,36,4.7,12,No,83.64,HIGH
108205,Aniruddh Ray,Sales,Account Manager,85,90.27,89.57,3.4,94.61,42,3.6,3,No,83.32,HIGH
781774,Vritika Dar,HR,Recruitment Specialist,88,81.92,82.36,3.9,81.57,41,4.1,1,Yes,81.13,HIGH
171714,Heer Acharya,IT,Cybersecurity Specialist,83,85.36,88.6,3.7,80.55,39,4.3,30,No,82.42,HIGH
132645,Arhaan Choudhary,Finance,Auditor,81,68.96,97.14,3.1,96.26,36,4.3,15,No,84.8,HIGH
837457,Samar Trivedi,Finance,Auditor,70,73.88,96.04,4.9,89.64,43,4.3,13,No,90.29,HIGH
329786,Adira Saraf,Marketing,Content Strategist,64,75.8,89.19,3.3,89.27,36,4.8,19,No,84.6,HIGH
554245,Samiha Chopra,Finance,Accountant,83,92.82,84.34,3.6,92.59,51,4.1,30,No,84.73,HIGH
774276,Chirag Dubey,Finance,Financial Analyst,94,63.31,85.59,3.6,95.43,46,4.1,2,Yes,82.88,HIGH
547118,Oorja Sahota,IT,Software Engineer,66,62.35,87.99,3.7,76.32,55,4.1,27,No,77.93,HIGH
554981,Aaryahi Grover,HR,Recruitment Specialist,68,77.59,79.88,4.4,98.95,44,4.0,15,No,87.02,HIGH
726049,Mamooty Dalal,Sales,Sales Executive,63,76.89,77.35,3.6,77.18,55,3.3,2,No,73.91,MEDIUM
849278,Kartik Bora,HR,Recruitment Specialist,91,62.4,86.29,3.9,93.89,35,3.6,18,No,81.66,HIGH
901065,Suhana Buch,HR,Employee Relations,74,67.13,91.51,4.8,97.09,50,4.9,4,No,92.94,HIGH
361720,Aniruddh Handa,Finance,Financial Analyst,59,83.86,79.54,4.4,89.87,49,3.9,12,No,84.46,HIGH
308533,Baiju De,HR,Recruitment Specialist,90,78.67,87.93,3.4,99.51,50,4.9,28,Yes,88.51,HIGH
138077,Bhamini Chowdhury,IT,Cybersecurity Specialist,77,86.7,75.08,5.0,77.71,50,3.5,30,No,81.0,HIGH
432523,Kimaya Jaggi,HR,Recruitment Specialist,84,79.23,98.48,3.9,74.01,42,3.1,22,No,77.82,HIGH
508574,Sumer Kumar,IT,Software Engineer,99,64.8,77.36,3.8,75.24,41,4.9,25,Yes,79.32,HIGH
386204,Aarna Barad,Sales,Business Development,69,71.8,98.08,4.2,84.32,55,4.8,29,No,88.09,HIGH
314260,Hiran Chacko,Sales,Business Development,69,87.69,79.53,4.5,91.36,46,3.9,8,No,85.68,HIGH
275284,Krish Subramanian,Finance,Financial Analyst,97,69.51,95.81,4.9,93.18,37,3.4,24,No,87.27,HIGH
445843,Kismat Dugar,Sales,Business Development,71,63.04,92.56,3.0,80.25,47,3.8,22,No,76.09,HIGH
438794,Misha Karnik,Marketing,Marketing Executive,87,83.88,86.79,4.3,91.96,51,3.7,24,No,85.33,HIGH
288665,Baiju Jha,Finance,Accountant,88,71.93,79.01,4.1,71.24,38,4.6,14,Yes,79.17,HIGH
486153,Devansh Handa,Marketing,Marketing Executive,59,94.89,99.63,3.6,95.74,49,4.0,18,No,88.54,HIGH
944016,Shamik Goel,Sales,Business Development,88,67.32,76.03,3.7,97.27,36,4.5,22,Yes,83.92,HIGH
250513,Vihaan Dey,HR,HR Manager,96,90.59,92.49,4.4,97.5,49,3.4,30,No,88.01,HIGH
375019,Veer Subramanian,IT,Software Engineer,91,89.9,79.9,4.0,73.5,49,4.3,16,Yes,80.22,HIGH
465527,Yasmin Dada,HR,Recruitment Specialist,69,89.84,88.54,3.7,83.06,35,4.4,16,No,84.01,HIGH
514267,Krish Bhargava,IT,Data Analyst,55,65.45,91.86,3.3,72.17,42,4.4,21,No,77.37,HIGH
827080,Madhup Bora,Sales,Account Manager,54,61.43,95.88,3.0,76.27,54,3.8,30,No,75.4,HIGH
341217,Sana Mallick,IT,Data Analyst,57,71.82,80.05,3.3,96.61,38,4.0,2,No,81.37,HIGH
322196,Nehmat Samra,IT,Data Analyst,85,90.24,94.25,4.3,90.17,47,3.4,27,No,85.72,HIGH
730641,Indranil Chana,Marketing,Marketing Executive,61,79.2,91.03,3.2,84.99,40,4.3,26,No,81.62,HIGH
213427,Raunak Sundaram,Sales,Sales Executive,66,63.43,98.72,3.0,80.36,49,5.0,23,No,82.2,HIGH
126410,Nehmat Shenoy,Sales,Sales Executive,50,73.08,87.19,4.9,96.16,51,3.9,24,No,88.79,HIGH
359440,Gokul Bail,Sales,Account Manager,52,82.94,93.61,4.5,92.37,53,3.6,29,No,87.13,HIGH
654411,Samiha Gole,Finance,Auditor,85,88.0,80.93,3.5,85.64,43,4.1,10,No,81.08,HIGH
254181,Ishita Handa,Marketing,Content Strategist,98,69.78,87.67,4.7,88.54,38,4.9,2,Yes,89.47,HIGH
666883,Ojas Grover,Sales,Sales Executive,55,82.21,84.41,3.4,82.69,40,3.8,12,No,78.71,HIGH
752227,Jayant Swamy,Marketing,Marketing Executive,79,64.0,98.58,3.8,85.08,47,3.4,0,No,80.44,HIGH
728861,Aayush Wadhwa,Finance,Accountant,66,75.32,85.46,4.9,79.26,38,4.0,0,No,84.0,HIGH
613504,Bhamini Bhavsar,Marketing,SEO Specialist,80,70.63,92.04,4.8,95.62,37,3.1,13,No,85.76,HIGH
170273,Navya Dave,Finance,Financial Analyst,78,88.75,98.53,3.4,84.41,44,4.1,1,No,83.9,HIGH
327111,Piya Boase,HR,HR Manager,56,69.1,84.3,3.6,91.57,42,3.1,26,No,78.04,HIGH
389471,Hrishita Doctor,HR,Recruitment Specialist,60,91.21,92.35,3.3,95.85,50,4.4,29,No,87.15,HIGH
866096,Darshit Sachdev,Marketing,Marketing Executive,88,72.68,80.94,3.1,95.81,46,3.6,11,No,79.0,HIGH
786801,Madhup Chand,Marketing,Marketing Executive,77,89.04,91.14,3.6,75.22,46,4.5,22,No,82.1,HIGH
488628,Siya Soni,HR,HR Manager,59,90.81,79.71,4.2,94.04,45,4.6,10,No,88.44,HIGH
